# Harmony V0.2.8 甲方测试报告：仅整句命中时生效，禁止作为全局子串规则。
千手清单,签收警单,samsung_manual_retest_20260814
# 同一 WAV 首轮修复后真机回放新增观测变体。
千手订单,签收警单,samsung_manual_replay_20260814
# 20260814 甲方小乔语义语料真机回放：仅收录无合法独立语义的完整 final。
停止群平台,勤指情平台,xiaoqiao_semantic_device_20260814
因景致联,京警智联,xiaoqiao_semantic_device_20260814
侧卡盘查,设卡盘查,xiaoqiao_semantic_device_20260814
停止熊平台,情指行平台,xiaoqiao_semantic_device_20260814
先收紧张,签收警单,xiaoqiao_semantic_device_20260814
前所进单,签收警单,xiaoqiao_semantic_device_20260814
只性接触警,指信接处警,xiaoqiao_semantic_device_20260814
帮我打开谨信语,帮我打开警信,xiaoqiao_semantic_device_20260814
指信接触景,指信接处警,xiaoqiao_semantic_device_20260814
指信接触警,指信接处警,xiaoqiao_semantic_device_20260814
色卡款场,设卡盘查,xiaoqiao_semantic_device_20260814
# 20260815 甲方术语统计表：仅收录无稳定独立语义的完整 final。
色卡盘跺,设卡盘查,client_semantic_table_20260815
经纬度菜级,经纬度采集,client_semantic_table_20260815
# 20260815 三星真人复测：产品确认警务增强下裸“制报”按“治爆”解释；平台变体仅纠正整条 final。
制报,治爆,samsung_mic_product_confirmed_20260815
秦志情平台,勤指情平台,client_and_samsung_mic_20260815
秦止情平台,勤指情平台,client_and_samsung_mic_20260815
秦纸情平台,勤指情平台,client_and_samsung_mic_20260815
秦之情平台,勤指情平台,client_and_samsung_mic_20260815
秦芷情平台,勤指情平台,client_and_samsung_mic_20260815
秦止晴平台,勤指情平台,samsung_mic_20260815
# 20260815 三星真人复测“案结事了”：仅纠正完整 final，保留按揭/揭示长上下文。
按揭是了,案结事了,samsung_mic_20260815
按揭示了,案结事了,samsung_mic_20260815
# 20260815 三星真人复测硬错误：产品确认仅在警务增强下纠正完整 final。
据传,拘传,samsung_mic_product_confirmed_20260815
停止情平台,勤指情平台,samsung_mic_20260815
鸡鸭,羁押,samsung_mic_product_confirmed_20260815
# 20260815 产品确认：警务增强下，裸“景观”作为警务称谓“警官”处理；仅纠正完整 final。
景观,警官,samsung_mic_product_confirmed_20260815
